Year,Employee_id,Age,Gender,Department,Job_level,Salary,Total years of service,Years of service within company,Overtime Worked,Stock Option,Number of previous jobs,Marital Status,Years Under Current Manager,Job Satisfaction,Performance Rating, Upskilling Opportunities,Relationship with Manager,Churned
2019,1380,37,Female,Finance,Senior,104000,15,4,Yes,No,9,No,3,4,2,17,1,No
2019,1381,23,Male,Finance,Junior,60000,5,5,Yes,Yes,7,Yes,2,5,1,19,5,No
2019,1382,38,Female,Finance,Assistant,103000,11,3,No,No,8,No,3,1,5,7,1,Yes
2019,1383,26,Female,Developers,Junior,62000,4,4,Yes,No,10,Yes,3,5,2,20,1,No
2019,1384,27,Female,Marketing,Junior,60000,5,4,Yes,No,6,No,2,2,1,6,5,No
2019,1385,33,Female,Sales,Assistant,98000,11,4,No,No,1,No,6,5,4,12,1,No
2019,1386,34,Male,Finance,Senior,102000,16,5,No,Yes,3,No,2,4,1,3,1,No
2019,1387,33,Female,Developers,Assistant,86000,7,3,Yes,No,1,No,6,5,4,19,5,No
2019,1388,28,Female,Sales,Junior,61000,2,5,Yes,No,1,Yes,5,3,3,12,3,No
2019,1389,38,Female,Finance,Assistant,88000,11,5,Yes,No,2,Yes,2,1,2,15,2,No
2019,1390,32,Female,Developers,Assistant,91000,7,6,No,No,9,Yes,4,5,5,10,1,No
2019,1391,23,Male,Finance,Junior,74000,3,2,No,Yes,3,Yes,2,5,5,7,5,No
2019,1392,31,Male,Marketing,Assistant,94000,8,2,Yes,No,2,No,2,5,5,12,2,No
2019,1393,34,Male,Developers,Senior,113000,13,2,No,Yes,3,No,3,3,5,13,2,No
2019,1394,25,Female,Marketing,Junior,66000,2,5,No,No,1,No,2,2,4,20,5,No
2019,1395,26,Female,Finance,Junior,59000,3,6,No,No,5,Yes,3,5,2,8,5,No
2019,1396,31,Male,Developers,Assistant,81000,7,6,No,Yes,7,No,3,5,3,2,5,Yes
2019,1397,36,Female,Marketing,Senior,119000,15,4,Yes,Yes,7,No,5,5,5,17,4,No
2019,1398,33,Male,Developers,Junior,83000,6,6,No,No,5,No,6,1,5,9,2,Yes
2019,1399,30,Female,Marketing,Assistant,84000,8,2,No,No,10,No,3,3,3,2,5,No
2019,1400,24,Male,Developers,Junior,80000,5,5,No,No,1,No,4,2,5,3,2,Yes
2019,1401,34,Female,Developers,Assistant,103000,11,5,No,No,3,Yes,5,3,5,4,3,No
2019,1402,33,Male,Sales,Assistant,95000,10,6,No,Yes,8,Yes,3,3,4,8,2,No
2019,1403,23,Female,Sales,Junior,77000,4,5,No,Yes,6,Yes,6,4,5,4,1,No
2019,1404,36,Female,Developers,Senior,103000,13,5,Yes,Yes,2,Yes,6,2,3,15,5,No
2019,1405,25,Male,Developers,Junior,63000,6,6,No,Yes,2,No,4,3,1,13,1,No
2019,1406,37,Male,Sales,Senior,116000,14,2,No,No,6,Yes,4,3,5,1,2,Yes
2019,1407,24,Female,Marketing,Junior,77000,4,5,No,No,7,Yes,6,5,5,5,3,No
2019,1408,38,Female,Marketing,Senior,102000,16,6,Yes,Yes,2,Yes,2,5,1,8,1,No
2019,1409,23,Male,Sales,Junior,51000,2,6,Yes,No,10,No,2,2,1,15,1,No
2019,1410,36,Male,Finance,Senior,113000,13,6,No,No,3,Yes,6,3,5,4,3,No
2019,1411,31,Female,Sales,Assistant,94000,8,6,Yes,No,8,No,5,3,5,7,2,No
2019,1412,23,Female,Developers,Junior,64000,3,5,No,No,6,Yes,3,1,3,16,4,No
2019,1413,33,Female,Developers,Junior,78000,6,3,Yes,No,4,No,6,3,4,19,4,No
2019,1414,23,Female,Marketing,Junior,54000,3,3,No,No,3,Yes,5,1,1,11,3,No
2019,1415,25,Male,Developers,Junior,67000,4,4,Yes,No,2,No,4,2,3,15,3,No
2019,1416,30,Female,Developers,Assistant,93000,11,6,Yes,No,10,No,3,5,3,2,5,No
2019,1417,37,Male,Finance,Senior,90000,12,4,No,Yes,7,No,6,4,1,11,5,No
2019,1418,26,Male,Developers,Junior,83000,6,4,No,No,8,Yes,3,1,5,2,1,Yes
2019,1419,28,Male,Sales,Junior,67000,4,2,Yes,Yes,4,No,3,2,3,11,5,No
2019,1420,34,Female,Developers,Senior,109000,15,2,Yes,No,7,Yes,2,5,3,4,1,No
2019,1421,38,Male,Finance,Senior,96000,14,4,Yes,No,4,Yes,2,2,1,3,5,No
2019,1422,30,Female,Sales,Assistant,71000,7,3,Yes,Yes,5,No,6,1,1,15,1,No
2019,1423,26,Male,Finance,Junior,72000,4,4,Yes,No,5,No,5,1,4,20,1,Yes
2019,1424,24,Female,Finance,Junior,61000,2,5,No,No,2,No,5,4,3,14,4,No
2019,1425,24,Female,Sales,Junior,61000,2,4,No,No,5,No,5,4,3,19,4,No
2019,1426,32,Male,Marketing,Assistant,87000,9,4,No,No,3,No,6,1,3,18,3,No
2019,1428,24,Male,Developers,Junior,61000,2,2,Yes,No,10,Yes,2,5,3,1,2,No
2019,1430,34,Female,Sales,Senior,105000,12,5,No,No,9,No,4,5,4,17,3,No
2019,1431,38,Female,Developers,Assistant,98000,11,2,No,Yes,9,No,4,1,4,5,5,No
2019,1432,37,Female,Finance,Senior,109000,15,4,No,No,10,Yes,6,2,3,4,3,No
2019,1433,29,Male,Finance,Assistant,91000,7,2,No,No,1,No,4,1,5,1,3,No
2019,1434,35,Male,Finance,Senior,111000,14,3,Yes,Yes,9,Yes,3,3,4,15,3,No
2019,1435,30,Male,Marketing,Assistant,88000,11,4,Yes,No,6,Yes,4,4,2,5,5,No
2019,1436,27,Female,Developers,Junior,65000,5,6,Yes,Yes,1,Yes,3,5,2,14,5,No
2019,1437,34,Male,Marketing,Senior,98000,13,6,No,No,5,Yes,2,5,2,7,2,No
2019,1438,25,Female,Developers,Junior,83000,6,6,No,No,6,Yes,2,1,5,1,5,Yes
2019,1439,38,Female,Finance,Senior,100000,12,6,Yes,Yes,8,Yes,4,3,3,9,5,No
2019,1440,24,Female,Marketing,Junior,71000,2,5,No,No,6,No,5,2,5,19,2,Yes
2019,1441,38,Male,Sales,Senior,116000,14,3,Yes,No,1,No,2,1,5,13,1,No
2019,1442,35,Female,Marketing,Senior,108000,13,3,No,No,8,Yes,5,5,4,20,5,No
2019,1443,36,Female,Marketing,Senior,99000,15,6,Yes,No,5,Yes,3,3,1,8,4,No
2019,1444,38,Female,Sales,Senior,102000,16,3,No,No,2,No,5,5,1,20,3,No
2019,1445,36,Male,Developers,Senior,100000,12,5,No,Yes,10,No,3,2,3,12,5,No
2019,1446,35,Female,Developers,Assistant,83000,11,3,No,No,6,No,5,2,1,11,3,No
2019,1447,38,Female,Finance,Senior,98000,13,4,Yes,No,9,Yes,3,4,2,15,1,No
2019,1448,28,Female,Finance,Junior,60000,5,5,Yes,No,4,No,5,1,1,13,3,No
2019,1449,30,Male,Sales,Assistant,100000,10,4,Yes,Yes,8,Yes,6,4,5,6,1,No
2019,1450,34,Male,Sales,Assistant,83000,11,2,Yes,Yes,3,No,6,1,1,2,5,No
2019,1451,29,Female,Finance,Junior,78000,6,6,No,Yes,2,No,2,2,4,20,2,Yes
2019,1452,25,Female,Marketing,Junior,73000,6,3,No,No,7,No,4,5,3,20,2,No
2019,1453,33,Male,Finance,Assistant,94000,8,2,No,No,3,Yes,6,2,5,4,5,No
2019,1454,33,Male,Sales,Junior,83000,6,3,No,No,6,Yes,2,5,5,19,3,No
2019,1455,23,Female,Sales,Junior,64000,3,2,No,No,9,Yes,4,2,3,16,2,No
2019,1456,38,Male,Marketing,Senior,109000,15,5,No,No,2,No,3,5,3,9,5,No
2019,1457,29,Female,Finance,Assistant,91000,7,3,No,No,8,Yes,3,1,5,13,2,No
2019,1458,24,Male,Sales,Junior,80000,5,3,No,Yes,9,No,6,5,5,8,4,Yes
2019,1459,28,Male,Developers,Junior,78000,6,2,Yes,Yes,1,Yes,6,5,4,2,4,No
2019,1460,28,Male,Marketing,Junior,61000,2,5,No,No,9,Yes,6,1,3,17,4,No
2019,1461,35,Male,Sales,Senior,109000,15,4,No,No,4,No,6,1,3,7,5,No
2019,1462,31,Female,Marketing,Assistant,80000,10,2,No,No,4,No,4,5,1,3,5,Yes
2019,1463,27,Male,Finance,Junior,71000,2,6,Yes,No,9,Yes,4,3,5,5,1,Yes
2019,1464,28,Female,Finance,Junior,68000,6,4,Yes,No,1,No,6,4,2,17,4,No
2019,1465,34,Female,Sales,Senior,106000,14,4,No,Yes,9,Yes,4,3,3,1,4,No
2019,1467,24,Female,Developers,Junior,74000,3,3,Yes,No,2,No,6,4,5,8,3,No
2019,1468,31,Male,Finance,Assistant,93000,11,5,Yes,No,3,Yes,5,3,3,10,3,Yes
2019,1469,37,Male,Sales,Senior,90000,12,2,Yes,Yes,7,No,3,4,1,15,2,No
2019,1470,28,Female,Developers,Junior,80000,5,6,No,Yes,4,No,4,3,5,20,3,No
2019,1472,26,Male,Marketing,Junior,51000,2,4,Yes,No,6,No,3,4,1,9,2,No
2019,1473,25,Male,Finance,Junior,51000,2,5,Yes,No,3,No,6,3,1,18,2,No
2019,1474,34,Female,Finance,Senior,103000,13,2,No,No,3,No,4,4,3,4,2,Yes
2019,1475,35,Male,Finance,Senior,104000,15,2,No,Yes,7,Yes,4,3,2,3,1,No
2019,1477,28,Female,Developers,Junior,77000,4,5,No,Yes,10,Yes,5,4,5,19,2,No
2019,1478,32,Female,Developers,Assistant,103000,11,6,No,No,9,Yes,2,3,5,18,4,No
2019,1479,38,Male,Marketing,Senior,90000,12,3,Yes,No,1,Yes,4,4,1,15,4,No
2019,1480,29,Male,Developers,Assistant,84000,8,5,No,No,6,No,4,3,3,7,1,Yes
2019,1482,23,Female,Marketing,Junior,66000,2,6,No,Yes,9,No,6,1,4,1,1,Yes
2019,1483,29,Male,Developers,Assistant,79000,8,6,Yes,Yes,1,Yes,2,1,2,3,4,No
2019,1484,27,Female,Marketing,Junior,64000,3,2,No,No,4,No,6,2,3,13,2,Yes
2019,1485,29,Male,Developers,Assistant,85000,10,3,Yes,No,4,No,2,2,2,12,5,No
2019,1486,27,Male,Developers,Junior,75000,5,4,No,Yes,8,No,3,2,4,12,2,No
2019,1487,28,Male,Marketing,Junior,74000,3,5,Yes,No,4,Yes,3,4,5,18,3,No
2019,1488,29,Female,Sales,Assistant,83000,11,4,Yes,Yes,6,Yes,5,1,1,18,4,No
2019,1489,23,Female,Finance,Junior,73000,6,4,No,No,10,No,3,2,3,19,5,No
2019,1490,31,Male,Sales,Assistant,100000,10,5,Yes,No,4,No,6,5,5,10,3,No
2019,1491,36,Female,Finance,Senior,103000,13,4,Yes,No,1,Yes,4,4,3,13,2,No
2019,1492,30,Male,Finance,Assistant,74000,8,6,Yes,No,1,No,4,5,1,1,5,No
2019,1493,34,Female,Developers,Senior,112000,16,2,Yes,Yes,6,Yes,4,3,3,5,1,No
2019,1494,27,Female,Sales,Junior,61000,2,6,No,No,9,Yes,6,2,3,15,4,No
2019,1495,33,Male,Finance,Junior,78000,6,4,No,Yes,3,No,4,1,4,8,5,No
2019,1497,30,Male,Developers,Assistant,82000,9,5,No,No,1,No,3,3,2,5,5,No
2019,1498,38,Male,Developers,Senior,103000,13,6,No,Yes,8,Yes,2,1,3,6,4,No
2019,1499,26,Female,Developers,Junior,72000,4,3,No,No,7,No,6,1,4,3,5,No
2019,1500,30,Male,Finance,Assistant,98000,11,4,No,Yes,6,No,6,3,4,1,2,No
2019,1501,30,Female,Developers,Junior,58000,5,1,No,No,4,Yes,3,5,4,10,3,No
2019,1502,33,Male,Finance,Senior,88000,12,1,Yes,No,7,No,5,2,5,14,1,No
2019,1503,36,Male,Sales,Senior,94000,14,1,Yes,No,6,No,4,5,2,10,1,No
2019,1504,35,Male,Sales,Assistant,78000,10,1,No,No,3,No,4,2,4,11,2,Yes
2019,1505,28,Male,Marketing,Assistant,72000,8,1,Yes,No,4,No,3,4,4,9,1,No
2019,1506,26,Male,Finance,Junior,49000,2,1,Yes,No,7,No,1,4,1,8,1,No
2019,1507,30,Male,Marketing,Assistant,66000,6,1,No,No,10,No,3,5,5,13,3,No
2019,1508,35,Male,Sales,Assistant,78000,10,1,No,No,3,No,4,5,3,7,3,No
2019,1509,23,Male,Finance,Junior,49000,2,1,No,No,7,No,2,5,3,6,2,Yes
2019,1510,37,Female,Finance,Senior,88000,12,1,Yes,No,2,No,1,1,5,15,5,No
2019,1511,24,Female,Marketing,Junior,58000,5,1,No,Yes,5,Yes,3,1,5,14,2,No
2019,1512,25,Male,Developers,Junior,49000,2,1,No,No,8,Yes,2,1,5,11,4,No
2019,1513,24,Female,Sales,Junior,58000,5,1,Yes,No,1,No,4,3,2,4,2,No
2019,1514,33,Female,Developers,Senior,88000,12,1,No,No,3,Yes,3,2,3,16,1,No
2019,1515,28,Female,Finance,Assistant,75000,9,1,Yes,Yes,6,Yes,1,3,4,6,2,Yes
2019,1516,34,Female,Marketing,Senior,97000,15,1,No,No,3,No,3,4,5,5,5,No
2019,1517,25,Female,Sales,Junior,58000,5,1,Yes,No,5,Yes,4,4,5,13,5,No
2019,1518,32,Female,Marketing,Assistant,66000,6,1,No,Yes,7,No,4,2,5,15,4,No
2019,1519,32,Male,Sales,Assistant,75000,9,1,Yes,No,1,No,2,3,4,3,1,Yes
2019,1520,32,Female,Finance,Assistant,75000,9,1,Yes,No,5,No,2,2,5,19,3,No
2019,1521,29,Male,Finance,Assistant,75000,9,1,Yes,No,10,No,1,5,1,4,5,No
2019,1522,36,Male,Developers,Assistant,78000,10,1,Yes,Yes,1,No,5,4,5,13,1,Yes
2019,1523,36,Male,Developers,Senior,88000,12,1,Yes,No,6,Yes,4,5,2,11,3,No
2019,1524,31,Male,Sales,Assistant,69000,7,1,Yes,No,8,No,3,4,4,18,3,No
2019,1525,26,Male,Finance,Junior,52000,3,1,Yes,No,3,Yes,3,1,5,17,5,No
2019,1526,34,Male,Sales,Senior,97000,15,1,Yes,No,5,No,4,3,2,7,4,Yes
2019,1527,22,Female,Developers,Junior,58000,5,1,Yes,No,4,No,5,4,1,10,4,Yes
2019,1528,32,Male,Sales,Assistant,69000,7,1,No,No,3,No,3,4,5,5,5,No
2019,1529,27,Female,Developers,Junior,52000,3,1,Yes,No,10,No,2,5,1,5,4,Yes
2019,1530,26,Female,Developers,Junior,52000,3,1,No,No,8,Yes,4,3,4,10,4,No
2019,1531,28,Male,Sales,Assistant,66000,6,1,No,No,10,Yes,5,5,2,17,2,No
2019,1532,30,Female,Developers,Assistant,78000,10,1,No,No,6,Yes,4,2,3,20,1,Yes
2019,1533,32,Female,Finance,Assistant,78000,10,1,Yes,Yes,4,No,5,3,2,15,4,No
2019,1534,29,Female,Developers,Assistant,75000,9,1,No,No,3,No,4,5,5,15,1,No
2019,1535,29,Female,Marketing,Assistant,78000,10,1,Yes,Yes,8,No,2,3,2,2,4,No
2019,1536,25,Female,Developers,Junior,55000,4,1,Yes,No,10,Yes,4,2,5,6,5,No
2019,1537,27,Female,Developers,Junior,55000,4,1,No,Yes,5,No,1,1,4,4,2,Yes
2019,1538,28,Male,Finance,Junior,58000,5,1,No,No,3,Yes,2,4,4,4,1,No
2019,1539,26,Male,Developers,Junior,46000,1,1,Yes,No,4,No,5,1,2,15,5,No
2019,1540,34,Female,Developers,Senior,97000,15,1,No,No,1,Yes,4,1,3,12,4,No
2020,1001,34,Female,Sales,Assistant,120000,12,5,Yes,No,7,No,6,5,4,8,1,No
2020,1004,26,Female,Sales,Junior,91000,4,5,No,No,3,No,5,3,4,14,1,No
2020,1005,38,Female,Marketing,Senior,140500,14,4,Yes,No,4,Yes,7,5,5,19,5,No
2020,1006,28,Female,Finance,Junior,94000,5,7,Yes,No,9,No,3,3,4,4,4,No
2020,1008,24,Female,Finance,Junior,107500,6,6,Yes,No,8,No,7,3,5,17,2,No
2020,1009,29,Male,Sales,Junior,100000,7,3,Yes,Yes,6,Yes,3,4,4,9,1,No
2020,1010,25,Male,Sales,Junior,101500,4,7,No,No,9,Yes,5,3,5,11,4,No
2020,1011,25,Female,Sales,Junior,97000,6,6,No,No,2,No,3,1,4,14,1,No
2020,1013,30,Female,Developers,Assistant,111000,9,7,No,No,9,Yes,4,3,4,14,5,No
2020,1014,25,Female,Sales,Junior,83500,5,7,No,Yes,1,Yes,7,2,3,18,3,No
2020,1015,24,Female,Finance,Junior,73000,5,4,Yes,No,4,No,7,1,2,11,4,No
2020,1016,31,Male,Marketing,Assistant,114000,10,5,No,Yes,8,Yes,4,1,4,2,4,No
2020,1017,37,Male,Finance,Senior,139000,17,4,Yes,No,5,Yes,7,1,4,17,1,No
2020,1019,25,Male,Developers,Junior,73000,5,5,No,No,2,Yes,6,5,2,11,1,No
2020,1020,30,Female,Marketing,Assistant,96000,11,7,Yes,Yes,1,Yes,3,5,2,6,1,No
2020,1021,34,Male,Developers,Assistant,118500,8,5,No,No,10,No,3,5,5,8,2,No
2020,1023,31,Male,Finance,Junior,100000,7,4,No,No,4,Yes,5,2,4,19,4,No
2020,1025,28,Male,Sales,Junior,79000,7,4,No,No,7,No,7,3,2,2,1,No
2020,1026,39,Female,Developers,Senior,122500,15,3,Yes,Yes,8,No,3,4,3,13,3,No
2020,1027,38,Male,Marketing,Senior,122500,15,6,No,Yes,4,Yes,5,5,3,9,1,No
2020,1031,39,Male,Developers,Senior,133000,15,4,No,No,7,Yes,4,2,4,3,4,No
2020,1032,29,Female,Developers,Junior,65500,6,3,Yes,No,10,No,4,2,1,7,5,No
2020,1033,37,Female,Finance,Senior,116500,13,5,Yes,No,4,Yes,5,2,3,8,4,No
2020,1034,32,Male,Marketing,Assistant,90000,9,6,Yes,No,2,Yes,3,3,2,2,1,No
2020,1035,36,Female,Marketing,Senior,130000,14,4,Yes,No,7,No,5,5,4,9,3,No
2020,1036,33,Female,Marketing,Assistant,109500,12,3,Yes,Yes,6,No,5,5,3,7,4,No
2020,1038,37,Female,Sales,Senior,143500,15,5,Yes,No,7,Yes,3,3,5,19,5,No
2020,1039,34,Female,Developers,Assistant,106500,11,7,No,Yes,6,No,7,5,3,6,5,No
2020,1041,26,Male,Developers,Junior,107500,6,6,No,No,10,Yes,5,3,5,17,5,No
2020,1042,28,Female,Finance,Junior,77500,3,7,No,Yes,3,Yes,6,1,3,13,3,No
2020,1043,30,Male,Developers,Assistant,121500,9,4,No,No,1,Yes,7,2,5,8,3,No
2020,1044,33,Female,Developers,Assistant,118500,8,4,Yes,Yes,2,Yes,6,1,5,11,3,No
2020,1045,34,Female,Developers,Assistant,85500,11,5,Yes,No,9,No,3,4,1,8,2,No
2020,1046,29,Male,Marketing,Junior,110500,7,3,Yes,No,5,Yes,3,5,5,14,1,No
2020,1048,36,Male,Sales,Senior,106000,13,5,Yes,No,7,No,7,5,2,2,5,No
2020,1049,36,Female,Sales,Senior,127000,13,6,Yes,No,6,No,7,5,4,18,1,No
2020,1050,30,Male,Sales,Junior,79000,7,4,Yes,No,6,Yes,6,5,2,15,1,No
2020,1051,27,Male,Finance,Junior,98500,3,5,No,No,7,No,7,3,5,17,1,No
2020,1052,25,Female,Sales,Junior,110500,7,6,Yes,No,7,No,6,2,5,15,3,No
2020,1055,29,Male,Finance,Junior,73000,5,7,Yes,No,7,No,5,5,2,2,5,No
2020,1056,31,Female,Sales,Assistant,85500,11,6,Yes,No,4,Yes,5,1,1,16,4,No
2020,1058,33,Male,Developers,Assistant,79500,9,7,No,No,5,No,5,5,1,14,4,No
2020,1060,36,Female,Developers,Senior,149500,17,3,No,Yes,4,No,6,1,5,19,3,No
2020,1061,29,Female,Sales,Junior,56500,3,5,Yes,Yes,2,No,3,3,1,18,2,No
2020,1062,32,Female,Developers,Assistant,85500,11,5,No,No,4,No,5,3,1,5,2,No
2020,1063,25,Male,Developers,Junior,94000,5,4,Yes,Yes,6,Yes,5,5,4,8,4,No
2020,1064,26,Female,Finance,Junior,62500,5,5,Yes,No,1,No,6,3,1,5,4,No
2020,1065,38,Male,Developers,Senior,122500,15,7,Yes,No,1,No,6,3,3,11,1,No
2020,1066,24,Female,Finance,Junior,67000,3,5,Yes,Yes,5,Yes,5,2,2,11,4,No
2020,1067,27,Male,Marketing,Junior,77500,3,4,No,Yes,10,No,4,5,3,5,4,No
2020,1068,37,Male,Developers,Assistant,130500,12,4,No,Yes,7,No,6,1,5,2,3,No
2020,1070,34,Female,Marketing,Junior,89500,7,3,No,No,5,Yes,6,3,3,10,1,No
2020,1071,27,Female,Sales,Junior,94000,5,7,No,No,3,Yes,3,3,4,17,5,No
2020,1072,34,Female,Marketing,Junior,68500,7,5,No,Yes,5,Yes,5,3,1,16,2,No
2020,1073,27,Male,Developers,Junior,91000,4,4,No,No,6,Yes,4,1,4,9,4,No
2020,1074,35,Male,Marketing,Senior,127000,13,4,No,No,2,No,5,5,4,20,5,No
2020,1075,26,Male,Sales,Junior,56500,3,4,No,No,3,Yes,7,4,1,12,4,No
2020,1076,39,Female,Sales,Senior,130000,14,4,Yes,No,9,Yes,7,4,4,2,1,No
2020,1077,28,Male,Sales,Junior,76000,6,3,Yes,No,3,Yes,5,3,2,9,4,No
2020,1078,39,Female,Marketing,Senior,146500,16,7,No,No,10,Yes,5,1,5,18,5,No
2020,1079,27,Female,Sales,Junior,56500,3,3,Yes,No,6,Yes,4,2,1,19,4,No
2020,1080,30,Female,Marketing,Assistant,117000,11,4,Yes,No,1,Yes,4,2,4,6,4,No
2020,1082,35,Female,Marketing,Senior,119500,14,7,No,No,6,Yes,7,5,3,7,3,No
2020,1083,33,Male,Developers,Assistant,99000,12,6,No,Yes,5,Yes,7,3,2,13,3,No
2020,1084,32,Male,Marketing,Junior,68500,7,7,No,Yes,1,Yes,7,1,1,5,3,No
2020,1085,35,Female,Developers,Senior,119500,14,7,No,No,10,No,7,5,3,19,2,No
2020,1086,37,Male,Finance,Senior,143500,15,6,No,Yes,5,No,6,3,5,8,1,No
2020,1088,37,Female,Developers,Assistant,88500,12,7,Yes,Yes,10,No,7,5,1,15,2,No
2020,1090,38,Male,Marketing,Assistant,88500,12,4,Yes,No,10,Yes,5,4,1,6,1,No
2020,1091,26,Male,Finance,Junior,68500,7,6,No,Yes,10,No,3,4,1,3,1,No
2020,1092,39,Female,Finance,Senior,106000,13,4,Yes,No,6,Yes,3,4,2,11,1,No
2020,1093,25,Male,Finance,Junior,107500,6,6,Yes,No,7,Yes,3,4,5,17,2,No
2020,1094,32,Female,Finance,Assistant,117000,11,4,Yes,No,7,No,4,4,4,4,1,No
2020,1095,34,Male,Finance,Assistant,79500,9,6,No,No,5,No,4,5,1,5,5,No
2020,1096,29,Male,Marketing,Junior,56500,3,4,No,No,1,Yes,5,5,1,5,1,No
2020,1097,29,Female,Finance,Junior,83500,5,6,Yes,No,4,Yes,4,2,3,5,4,No
2020,1098,39,Female,Marketing,Senior,112000,15,4,No,No,1,Yes,6,5,2,14,2,No
2020,1099,34,Female,Sales,Assistant,106500,11,6,No,Yes,5,Yes,3,5,3,20,5,No
2020,1100,24,Female,Developers,Junior,65500,6,3,Yes,No,10,Yes,4,2,1,19,5,No
2020,1102,35,Male,Marketing,Assistant,109500,12,6,No,No,4,No,5,3,3,10,2,No
2020,1103,38,Male,Finance,Senior,109000,14,5,Yes,Yes,2,No,6,1,2,13,5,No
2020,1104,24,Female,Sales,Junior,83500,5,3,Yes,Yes,2,Yes,7,5,3,14,4,No
2020,1105,36,Male,Finance,Senior,137500,13,6,No,No,1,No,5,5,5,18,3,No
2020,1106,29,Male,Developers,Junior,70000,4,6,Yes,No,3,No,4,3,2,18,1,No
2020,1107,39,Male,Marketing,Senior,143500,15,6,No,No,5,Yes,4,4,5,11,1,No
2020,1108,34,Female,Sales,Assistant,103500,10,6,Yes,No,6,Yes,3,3,3,19,5,No
2020,1109,26,Female,Developers,Junior,86500,6,5,No,No,3,Yes,4,4,3,4,1,No
2020,1110,25,Male,Marketing,Junior,94000,5,4,Yes,No,8,No,5,3,4,13,2,No
2020,1111,28,Female,Finance,Junior,97000,6,7,No,No,4,No,3,4,4,5,2,No
2020,1112,35,Male,Finance,Senior,146500,16,3,No,No,2,No,5,2,5,8,5,No
2020,1113,36,Female,Marketing,Senior,112000,15,7,Yes,No,10,Yes,7,4,2,4,4,No
2020,1115,26,Female,Finance,Junior,62500,5,3,Yes,No,3,Yes,7,5,1,8,2,No
2020,1116,38,Male,Marketing,Senior,127000,13,6,Yes,No,7,Yes,4,2,4,12,4,No
2020,1117,30,Female,Marketing,Assistant,124500,10,5,Yes,No,6,No,4,4,5,17,3,No
2020,1119,28,Female,Sales,Junior,101500,4,5,No,No,8,Yes,5,4,5,20,1,No
2020,1120,35,Male,Finance,Senior,119500,14,4,No,No,4,No,6,3,3,10,3,No
2020,1121,24,Male,Developers,Junior,65500,6,3,No,No,7,Yes,7,3,1,6,1,No
2020,1123,34,Male,Sales,Assistant,100500,9,3,Yes,Yes,1,No,4,3,3,8,3,No
2020,1124,32,Male,Marketing,Assistant,109500,12,7,No,Yes,4,No,5,5,3,19,3,No
2020,1125,28,Female,Marketing,Junior,56500,3,5,Yes,No,6,No,7,3,1,5,3,No
2020,1126,34,Female,Finance,Assistant,127500,11,7,Yes,Yes,10,Yes,4,3,5,2,5,No
2020,1127,28,Male,Finance,Junior,100000,7,3,No,Yes,4,Yes,4,3,4,15,2,No
2020,1128,36,Male,Developers,Senior,143500,15,6,Yes,No,2,Yes,5,3,5,18,1,No
2020,1129,24,Male,Marketing,Junior,86500,6,3,No,No,1,No,6,4,3,17,1,No
2020,1130,28,Female,Sales,Junior,65500,6,6,No,No,8,No,6,4,1,6,5,No
2020,1132,39,Female,Sales,Senior,137500,13,3,No,No,10,No,5,4,5,8,1,No
2020,1133,29,Female,Finance,Junior,91000,4,4,Yes,No,2,No,4,1,4,18,5,No
2020,1134,30,Female,Marketing,Assistant,108000,8,4,Yes,Yes,8,No,3,4,4,6,4,No
2020,1135,35,Male,Marketing,Senior,118000,17,3,Yes,No,1,Yes,3,4,2,19,2,No
2020,1138,29,Male,Finance,Junior,77500,3,6,Yes,No,9,Yes,5,5,3,20,1,No
2020,1139,28,Female,Finance,Junior,86500,6,7,No,Yes,10,No,7,2,3,19,3,No
2020,1140,31,Male,Sales,Assistant,106500,11,3,Yes,No,7,Yes,5,3,3,11,2,No
2020,1142,36,Female,Finance,Senior,133000,15,5,Yes,No,1,Yes,4,1,4,15,4,No
2020,1143,31,Male,Marketing,Assistant,117000,11,5,Yes,No,7,Yes,6,1,4,16,2,No
2020,1144,37,Male,Developers,Senior,146500,16,6,Yes,No,3,Yes,6,4,5,2,5,No
2020,1145,26,Female,Finance,Junior,79000,7,7,Yes,Yes,3,Yes,7,4,2,19,1,No
2020,1146,34,Female,Finance,Assistant,121500,9,3,Yes,Yes,7,No,3,1,5,13,2,No
2020,1147,38,Male,Finance,Senior,140500,14,3,No,No,2,No,5,1,5,18,3,No
2020,1148,32,Female,Developers,Assistant,88500,12,6,Yes,Yes,5,Yes,4,4,1,14,4,No
2020,1150,30,Female,Sales,Assistant,106500,11,6,Yes,Yes,4,Yes,5,5,3,6,2,No
2020,1151,27,Male,Developers,Junior,76000,6,4,Yes,No,8,No,3,1,2,8,3,No
2020,1152,39,Male,Developers,Senior,143500,15,4,Yes,No,8,Yes,3,1,5,13,3,No
2020,1153,35,Female,Developers,Senior,130000,14,3,Yes,No,2,Yes,7,1,4,11,4,No
2020,1154,27,Male,Sales,Junior,86500,6,7,No,No,7,No,3,3,3,16,1,No
2020,1155,30,Male,Marketing,Assistant,87000,8,3,No,No,9,Yes,6,5,2,9,3,No
2020,1157,26,Female,Developers,Junior,68500,7,3,No,No,3,Yes,7,4,1,6,2,No
2020,1159,31,Female,Marketing,Assistant,111000,9,4,No,No,1,No,6,3,4,19,5,No
